id,edad,sexo,i1,ir2,ir3,i4,ir5,i6,ir7,i8,ir9,i10,ir11,i12,i13,ir14,i15,ir16,ir17,i18,i19,ir20,ir21,i22,ir23,i24,ir25,i26,ir27,i28,ir29,i30,ir31,i32,i33,i34,i35,ir36,ir37,i38,i39,ir40,ir41,i42,ir43,i44,ir45,i46,ir47,i48,i49,ir50,i51,i52,ir53,i54,ir55,i56,i57,i58,i59,i60
201,20,0,2,3,3,3,3,1,1,2,1,2,4,4,3,3,3,4,3,4,2,1,4,4,1,1,2,2,4,2,3,3,3,4,2,3,2,2,2,2,3,2,2,2,1,1,2,3,4,4,3,4,1,2,2,2,2,1,3,2,2,2
202,20,0,1,3,2,1,3,3,1,3,1,3,3,3,3,4,2,1,2,3,1,3,3,1,4,3,4,1,4,3,4,4,2,4,4,4,3,1,1,1,3,2,3,2,1,2,3,2,4,4,4,3,2,1,1,2,2,2,3,3,1,1
203,18,1,1,2,3,2,1,1,2,3,3,2,2,4,4,2,3,2,2,3,2,2,2,1,3,2,1,1,3,3,2,3,2,1,2,3,2,1,3,1,3,2,2,1,1,2,3,2,2,4,3,4,3,2,4,2,4,1,2,2,1,1
204,18,1,2,2,3,2,2,2,1,4,3,2,2,3,4,3,4,4,3,4,1,2,3,2,4,1,2,2,3,1,2,2,3,1,1,2,1,2,3,2,2,3,1,4,2,1,2,2,4,2,3,2,3,2,4,2,1,2,2,2,4,3
205,23,1,2,3,3,3,2,2,3,3,2,4,3,3,2,3,3,2,2,3,3,3,2,2,1,1,2,2,3,2,3,1,2,4,2,3,3,2,3,1,2,3,3,2,2,4,3,3,4,3,3,2,3,2,3,1,3,1,3,3,3,2
206,19,0,2,3,4,3,4,3,2,3,1,1,4,4,2,3,3,4,2,4,2,2,2,2,3,1,2,2,4,1,2,3,4,3,2,1,3,2,1,1,2,3,2,2,2,2,1,3,1,2,3,3,4,2,3,2,2,2,3,2,3,2
207,23,0,1,4,3,2,1,3,3,2,1,2,3,2,3,3,2,4,2,4,2,2,2,2,3,1,1,2,2,3,3,1,2,2,2,2,2,2,3,4,2,2,2,1,2,3,2,4,4,2,3,3,2,2,3,1,2,3,2,1,2,2
208,20,1,2,4,4,3,2,2,3,3,4,1,3,3,4,2,4,2,3,2,1,2,3,2,3,1,2,2,4,2,3,2,3,4,1,1,1,2,1,2,2,4,1,2,1,2,3,3,4,4,4,4,3,1,4,2,1,3,2,2,1,2
209,18,0,1,2,4,1,1,4,1,2,1,3,4,3,2,4,2,3,3,4,1,3,3,4,2,4,4,1,4,3,4,3,2,1,2,2,3,1,1,1,3,3,2,3,1,1,2,3,1,2,4,2,4,1,1,1,2,2,4,1,3,2
210,20,0,1,2,2,2,4,1,2,2,1,2,2,4,3,3,3,4,3,4,2,2,3,2,2,3,2,2,4,3,3,3,3,4,3,4,2,2,3,1,3,4,2,2,2,2,3,3,3,4,4,4,3,2,2,2,2,2,3,3,2,2
211,23,1,1,2,4,3,2,1,3,3,2,2,4,4,3,4,3,3,2,4,1,2,2,1,2,1,1,1,2,2,3,1,3,1,1,2,1,1,1,1,2,3,1,2,1,2,2,2,4,2,3,2,3,2,4,2,1,2,3,1,2,2
212,18,0,2,3,3,2,1,3,2,2,1,3,1,2,2,4,2,2,1,4,2,2,2,2,2,2,2,1,3,3,3,2,4,1,4,3,2,1,2,1,3,2,1,2,1,1,3,4,4,4,3,4,3,2,2,2,2,2,3,2,2,2
213,18,0,4,3,2,4,3,2,1,1,2,1,2,3,4,2,3,2,2,1,4,1,2,2,3,1,4,4,2,2,2,2,2,3,2,2,2,2,2,2,1,3,3,3,2,3,2,2,4,2,2,1,4,3,4,4,3,3,3,3,2,2
214,21,1,2,2,4,2,3,2,2,2,3,3,3,2,3,3,3,3,3,4,2,3,2,2,4,2,2,1,3,2,2,3,4,3,2,2,3,2,1,1,3,3,2,2,2,2,3,2,3,3,3,3,4,2,3,2,2,2,3,2,1,1
215,20,0,1,2,3,4,3,1,2,4,3,2,3,4,3,4,3,4,2,3,1,2,4,1,3,2,1,1,4,1,4,3,3,4,2,3,1,1,1,1,3,3,1,1,1,1,3,4,4,4,4,4,2,1,3,1,2,1,3,2,2,1
216,18,1,2,3,3,3,4,3,2,1,2,2,1,3,2,2,3,4,3,3,2,3,3,2,3,2,2,2,3,2,3,3,4,2,3,3,3,3,2,2,3,2,2,2,3,2,2,4,3,4,2,2,2,2,2,3,2,2,2,2,2,2
217,18,0,1,4,4,3,3,1,2,3,1,3,3,4,3,4,1,2,3,4,2,2,2,2,1,2,2,2,4,3,2,3,2,4,1,3,1,1,1,1,3,1,3,1,1,2,2,4,1,4,2,4,1,2,1,2,2,1,2,2,2,1
218,19,0,1,2,2,2,1,1,2,3,1,3,2,4,4,3,4,4,2,4,2,2,3,2,2,2,3,1,3,2,3,3,4,4,2,3,2,1,3,1,3,4,3,1,1,2,3,4,2,4,3,4,4,2,2,3,2,1,3,3,4,1
219,19,1,1,3,4,4,1,2,3,4,2,2,3,4,4,3,3,3,2,4,2,3,2,2,4,2,2,2,2,2,3,3,1,4,1,2,1,1,3,1,2,3,2,2,2,3,3,3,4,4,3,3,3,2,3,2,2,2,2,2,2,1
220,23,1,1,3,4,3,3,4,1,2,3,3,2,1,4,3,3,3,4,4,1,1,3,1,4,3,2,3,3,4,3,3,4,1,2,2,3,2,1,3,2,4,1,3,2,1,1,4,4,3,1,2,4,2,3,2,2,2,3,2,3,2
221,22,0,2,4,2,2,1,3,2,3,1,4,4,2,4,4,3,4,1,1,2,3,2,2,3,1,2,2,3,4,3,2,4,2,4,4,2,2,1,1,2,4,2,2,2,1,1,2,1,2,3,3,4,2,4,2,3,2,1,2,3,2
222,19,1,2,3,3,4,4,2,1,3,2,2,3,3,4,3,4,2,3,1,2,1,4,2,4,2,2,2,3,1,4,2,3,3,4,2,3,2,2,1,1,2,1,3,2,1,2,3,4,2,3,3,4,2,2,2,2,2,4,2,4,1
223,20,1,2,2,3,3,3,1,3,2,1,2,3,4,3,2,3,2,3,4,2,1,3,2,3,1,2,2,3,3,2,1,3,3,3,2,3,2,3,1,3,2,2,2,1,2,3,2,2,4,2,4,2,1,3,2,1,2,2,2,1,2
224,19,0,1,4,2,2,4,2,2,1,2,4,3,4,3,3,4,4,3,1,2,2,3,1,2,2,1,1,3,2,2,3,4,1,4,3,1,1,2,1,2,2,1,2,1,1,2,4,1,3,2,2,4,1,2,1,2,2,2,1,1,1
225,19,0,1,2,4,3,1,1,2,1,3,1,4,3,4,3,2,4,2,4,1,3,4,2,4,1,2,1,4,2,2,4,3,3,2,1,1,2,2,1,2,4,1,1,1,1,3,4,1,3,2,4,2,1,3,1,2,1,1,2,2,2
226,18,1,1,4,3,2,2,1,1,2,3,1,4,4,2,4,3,4,1,4,3,3,2,4,1,2,2,1,3,1,3,2,3,1,2,1,1,2,1,1,1,3,2,2,1,2,3,4,4,3,4,3,4,2,4,2,2,3,3,1,2,1
227,19,0,2,4,2,1,4,2,1,2,1,1,4,3,4,2,2,4,2,4,2,3,3,3,3,1,2,2,2,2,2,2,2,3,2,1,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,3,2,3,2,2,1,2,3,3,3,2
228,18,0,1,3,4,2,1,2,3,2,3,4,3,4,1,4,4,4,1,4,1,2,2,1,3,1,2,1,4,1,2,2,4,1,4,2,2,1,2,1,2,2,1,1,1,1,3,4,2,4,2,4,2,1,2,2,1,1,4,1,2,1
229,18,1,2,3,2,3,3,3,1,3,2,3,3,4,3,3,3,3,2,2,3,2,3,2,3,2,2,2,3,4,3,2,3,3,3,2,2,3,2,2,2,4,2,2,2,2,2,3,1,3,3,3,3,3,3,2,2,2,2,2,2,2
230,21,0,1,2,3,3,1,2,4,3,2,4,2,4,3,4,2,4,3,4,3,1,2,1,2,2,2,3,4,3,4,4,3,1,3,3,2,2,3,1,1,4,3,2,2,2,2,4,1,4,3,4,4,2,1,2,3,1,3,3,2,1
231,21,0,2,1,3,2,4,2,1,2,3,2,1,1,1,3,1,4,1,4,2,1,2,1,1,1,2,1,3,1,2,1,3,3,1,1,3,2,1,4,2,3,4,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2
232,20,0,2,4,3,3,2,2,3,4,4,2,4,4,3,4,3,4,2,4,2,2,1,1,3,1,1,1,3,1,2,2,2,4,2,1,1,1,2,1,3,2,1,1,1,3,2,1,3,4,3,3,2,1,3,2,2,2,2,2,1,1
233,21,0,2,1,3,3,2,2,4,3,2,4,4,4,3,4,3,4,3,4,2,2,4,2,2,1,1,1,4,3,4,4,1,1,4,2,2,1,2,1,3,1,1,1,1,1,3,4,2,4,2,4,2,1,2,3,1,3,1,2,1,2
234,21,1,2,1,4,1,1,2,1,2,1,3,1,2,3,2,4,3,2,3,2,2,3,1,1,2,2,1,3,1,2,2,4,3,4,4,3,2,1,2,3,4,1,2,1,2,3,1,4,1,3,1,4,1,2,1,1,1,2,1,2,1
235,21,0,1,4,4,3,3,3,2,4,1,2,2,4,2,4,1,4,1,1,1,1,1,1,2,1,3,1,4,1,2,1,3,2,4,1,1,1,1,3,1,1,1,1,1,1,4,2,2,4,4,4,1,1,3,3,3,1,4,2,2,1
236,20,0,2,3,3,2,2,2,2,2,2,3,2,4,4,3,3,3,2,4,3,3,2,2,4,2,2,2,3,3,3,2,3,3,3,3,2,3,2,1,3,3,2,2,3,3,3,2,4,2,3,3,2,2,4,2,2,2,3,3,2,2
237,21,0,1,2,3,3,2,2,2,3,1,3,3,3,3,4,3,4,3,4,2,2,3,1,2,2,2,1,4,3,4,3,3,2,3,3,2,2,3,1,4,2,1,1,1,1,3,4,4,4,3,3,1,1,3,1,2,2,3,2,2,2
238,19,1,2,3,1,3,1,1,2,3,2,2,4,4,2,4,3,3,2,2,3,1,3,1,1,1,2,2,3,3,4,3,4,3,2,3,2,2,1,1,3,1,1,1,2,2,1,3,1,3,3,4,2,2,2,1,2,1,4,2,2,1
239,20,0,2,1,2,1,4,3,3,2,4,1,4,1,4,4,4,2,2,4,2,1,1,2,2,2,3,1,4,1,2,3,4,4,2,2,2,2,1,1,2,4,1,1,2,1,1,3,4,4,2,4,2,2,4,2,2,4,4,3,2,2
240,18,1,2,1,2,2,1,2,1,2,1,2,4,4,1,3,2,4,1,1,1,1,4,3,3,1,3,1,4,2,3,1,2,3,4,2,1,2,1,1,3,4,1,2,1,1,1,4,4,4,3,4,3,1,4,1,1,1,3,2,2,1
241,21,0,1,1,4,3,2,1,2,4,1,1,3,4,1,4,3,2,3,4,1,1,3,1,1,1,1,1,4,1,4,3,3,4,4,3,1,2,2,1,2,,1,2,1,1,2,3,2,4,3,3,2,1,1,1,1,1,1,2,1,2
242,20,0,2,1,2,2,3,2,3,2,4,3,4,4,3,3,2,3,2,1,2,3,1,2,1,1,2,2,4,3,2,2,1,4,4,1,2,2,3,1,2,1,1,1,1,1,2,1,4,3,3,3,1,2,3,2,1,2,3,2,1,1
243,20,1,1,3,3,3,2,2,2,2,3,3,3,4,3,4,3,3,2,2,2,2,3,2,3,2,2,1,2,3,3,3,2,3,2,4,2,3,2,1,2,2,1,1,3,2,2,3,3,3,2,3,2,2,2,2,2,2,3,3,3,2
244,20,1,2,2,3,2,2,2,1,2,2,3,2,4,3,3,2,3,2,2,2,3,2,2,1,2,2,2,3,2,3,3,3,2,4,3,2,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,2,2,3,2,2,1,4,2,3,2
245,22,0,,3,3,2,2,2,3,1,1,3,2,3,3,3,3,3,3,4,2,2,2,2,2,3,2,2,3,4,3,3,4,3,4,4,4,3,2,4,3,1,2,2,1,2,2,3,1,3,3,3,3,3,2,3,2,2,,2,2,2
246,21,0,1,2,2,4,1,2,2,3,2,3,1,3,2,4,4,3,2,4,2,2,3,2,1,2,2,2,3,2,3,3,3,2,2,3,2,2,2,1,2,1,2,2,2,2,3,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2
247,19,1,1,3,4,3,4,3,2,4,2,2,4,4,4,1,3,4,3,2,1,1,2,2,4,2,1,2,2,2,2,2,2,2,1,1,4,1,2,2,2,3,2,2,1,2,3,1,4,3,2,2,4,2,3,2,2,1,4,2,3,2
248,19,0,2,1,3,2,4,2,1,2,2,1,2,2,2,4,2,3,1,4,2,1,2,1,2,2,1,1,3,2,2,1,4,3,2,1,2,2,1,1,1,2,3,4,2,1,1,4,4,2,3,1,4,2,3,2,1,1,4,1,4,1
249,21,0,1,3,1,3,3,2,3,2,4,2,1,4,4,3,2,4,3,4,1,3,4,1,1,1,1,2,3,4,3,3,2,1,2,1,3,4,2,2,3,3,1,1,1,1,3,4,4,4,3,3,2,1,4,2,2,2,2,2,1,3
250,20,0,2,2,2,3,2,2,1,2,3,2,1,3,3,,3,3,2,4,2,3,2,2,4,1,3,2,4,2,2,3,4,4,4,3,2,2,3,1,3,1,3,2,2,2,3,3,2,4,3,3,2,3,3,2,2,2,2,3,2,2
251,29,1,1,4,2,2,4,2,1,3,2,1,3,4,3,4,3,4,2,4,1,1,2,2,2,1,1,1,2,3,2,4,3,3,1,2,1,2,3,4,2,1,1,1,1,1,2,2,4,3,1,2,2,1,2,2,2,1,2,1,2,1
252,,1,1,4,3,3,1,1,1,2,2,1,1,3,1,3,1,3,2,4,1,1,1,4,1,1,1,1,2,2,1,1,3,4,1,1,2,1,1,1,1,1,1,4,1,1,3,3,1,3,2,3,2,1,4,1,3,2,3,2,2,1
253,25,1,1,2,4,1,1,3,1,4,4,1,1,2,4,4,2,4,1,4,1,2,2,2,1,1,2,1,2,3,3,2,4,1,4,2,1,3,1,1,1,1,1,1,1,1,2,2,4,1,1,4,4,2,4,1,2,2,2,3,3,2
254,22,0,1,1,1,1,3,2,1,4,4,1,1,4,4,4,2,4,4,1,1,4,1,3,1,1,1,1,4,1,1,1,2,3,4,1,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1
255,,0,1,1,4,1,2,2,2,3,2,3,4,4,1,4,4,4,3,4,3,1,4,1,2,2,2,1,4,4,4,4,4,4,4,2,1,1,1,1,2,1,1,1,1,1,3,4,1,4,4,4,2,1,2,2,2,1,4,2,3,1
256,22,0,4,1,4,1,1,2,2,4,4,4,3,4,4,1,3,4,3,3,4,1,4,4,4,1,2,3,2,2,1,2,1,1,1,1,1,1,3,1,1,1,1,4,3,1,1,1,4,3,3,3,4,3,4,2,3,3,2,3,4,4
257,24,0,2,3,4,2,3,2,2,,3,2,3,3,3,4,3,3,2,4,2,2,2,2,1,2,3,3,3,3,3,1,4,4,3,3,3,2,2,1,2,2,2,2,2,2,1,2,2,3,3,3,4,2,4,2,2,3,3,2,3,2
258,21,0,2,2,2,1,4,2,1,2,2,3,1,2,3,4,2,4,1,4,2,3,2,2,2,2,2,1,2,1,3,2,4,3,4,2,1,1,3,1,2,1,1,1,1,1,2,4,1,3,2,1,4,2,1,1,1,1,3,2,2,2
259,21,1,1,2,4,1,3,3,1,2,2,3,4,4,4,3,3,4,1,4,2,3,2,3,1,2,2,2,2,1,2,3,4,2,2,1,3,2,2,1,2,3,2,3,1,1,2,1,1,4,3,2,2,3,2,2,2,1,1,2,1,1
260,46,0,1,4,2,2,2,1,2,3,1,2,2,1,1,3,3,3,2,3,2,2,2,1,2,3,3,2,3,3,2,3,4,1,3,2,3,2,1,1,1,1,1,2,1,1,3,3,1,3,3,1,1,2,2,1,1,1,2,1,1,2
261,20,1,2,3,3,2,3,2,1,3,4,2,1,3,2,3,2,4,2,4,1,1,2,3,3,2,2,2,1,1,4,3,3,4,1,1,2,2,3,1,2,3,2,3,1,1,3,4,1,2,3,2,4,3,2,2,1,2,2,2,2,2
262,21,1,1,1,2,2,3,1,2,2,3,2,2,3,2,1,2,4,3,3,3,2,2,2,1,3,2,1,4,2,1,2,3,4,4,3,4,2,3,1,2,3,1,2,2,2,1,4,4,3,2,4,2,2,1,2,2,1,3,3,2,1
263,23,0,1,1,2,2,1,2,2,3,1,2,1,3,2,4,3,1,3,4,1,1,1,1,1,1,1,1,3,1,3,3,1,3,2,1,4,1,2,1,1,1,1,1,2,1,2,2,1,4,4,4,2,1,1,1,1,1,4,1,2,2
264,23,1,1,4,2,3,3,2,1,4,3,1,4,4,1,4,3,4,2,1,1,1,3,1,1,1,1,1,4,1,2,1,2,4,1,2,1,1,1,2,1,1,1,1,1,1,3,3,1,4,3,3,1,1,2,1,1,1,3,1,1,1
265,43,1,1,4,2,2,1,2,1,2,2,1,2,4,3,4,3,3,2,3,2,2,4,2,1,2,2,1,3,2,2,2,2,3,4,4,2,2,3,1,2,3,2,1,2,1,1,1,1,2,1,4,2,2,2,2,3,1,4,2,1,1
266,23,1,2,4,2,1,3,2,1,1,2,3,3,2,2,3,3,2,4,4,2,1,1,3,2,3,2,1,4,3,3,3,3,4,1,3,2,3,3,1,1,1,2,2,3,2,1,2,1,3,3,4,4,3,2,2,2,2,3,2,2,1
267,23,0,1,3,2,4,1,1,1,4,2,1,3,3,3,4,4,3,1,2,1,2,3,1,1,1,1,1,3,1,3,2,3,2,3,2,1,1,1,1,2,1,1,3,1,1,3,3,3,3,2,3,1,1,2,1,1,1,3,1,2,2
268,21,1,2,1,2,1,3,4,1,2,1,1,1,4,3,3,1,4,2,4,1,2,3,3,2,1,2,1,2,1,1,2,3,1,3,1,2,2,3,1,1,1,1,3,1,1,1,4,4,2,2,3,4,2,4,2,1,2,2,1,1,2
269,20,1,1,3,2,3,4,2,1,3,3,2,1,3,2,3,3,2,3,4,2,3,1,1,3,2,2,2,3,2,2,2,2,3,4,3,1,2,3,2,2,2,2,4,2,2,3,2,3,3,3,3,3,2,3,2,2,1,2,2,1,1
270,22,1,1,3,4,2,3,3,2,1,2,4,3,2,2,3,2,4,4,4,3,1,2,3,1,2,4,2,3,3,2,3,2,4,4,4,2,4,1,1,3,1,2,2,1,3,1,3,2,3,3,4,3,3,2,3,3,1,3,2,2,2
271,20,1,2,3,2,2,3,2,2,2,3,4,2,3,4,3,2,2,2,4,3,1,1,3,4,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,3,4,2,1,3,2,3,3,4,3,1,4,4,3,3,2,2,3,3,3,2,2
272,20,0,2,3,3,3,1,2,2,3,3,1,3,4,4,3,2,4,1,4,2,4,1,2,2,1,2,2,3,2,2,3,3,3,4,1,1,3,2,1,1,3,2,2,2,2,3,3,4,2,3,3,4,2,3,2,2,3,3,2,2,3
273,21,0,1,3,2,4,2,1,1,4,3,2,1,4,2,4,4,3,2,4,1,2,3,1,2,2,1,1,4,2,3,3,4,1,3,3,2,1,2,1,1,1,1,1,1,1,3,4,4,4,3,3,2,1,2,1,1,1,4,1,2,1
274,21,1,1,2,3,2,2,2,2,3,4,2,3,4,3,4,2,3,2,4,3,1,2,1,2,3,3,1,3,2,3,3,3,3,2,3,1,1,2,1,2,1,2,2,1,1,2,3,1,4,4,3,3,2,2,2,2,1,4,2,2,1
275,20,0,1,1,3,3,4,2,1,3,2,2,1,1,4,2,1,3,1,1,1,3,1,2,2,3,2,1,3,1,2,3,2,3,3,2,2,2,3,1,3,4,2,1,2,1,2,4,4,2,2,3,4,2,4,2,2,1,1,2,1,2
276,25,0,1,2,3,3,3,1,1,3,1,3,3,4,2,4,4,4,4,4,2,1,2,1,1,2,2,1,4,3,1,3,3,4,4,3,1,1,1,1,1,1,1,2,1,1,4,4,4,3,2,3,1,1,2,1,2,1,4,2,3,1
277,20,0,1,3,1,2,2,2,1,3,1,3,4,4,3,4,4,4,1,2,2,2,3,2,2,3,2,1,3,1,3,3,3,3,4,1,2,2,3,1,1,3,1,4,2,1,3,4,4,4,3,4,3,3,3,1,1,1,2,1,3,1
278,20,0,1,1,2,2,2,3,2,2,3,2,4,3,3,4,3,3,2,4,2,3,3,4,4,2,3,1,4,3,3,1,3,3,4,3,3,2,1,1,2,1,2,2,2,1,2,4,3,2,4,1,2,2,3,2,2,1,3,2,1,2
279,20,0,1,3,3,4,1,2,2,3,2,3,3,4,3,4,3,4,2,3,1,3,1,2,2,1,2,1,3,2,3,3,4,4,2,2,1,2,1,2,1,3,1,2,1,1,2,2,4,4,3,3,2,2,3,1,2,2,2,3,2,1
280,21,0,1,2,2,4,2,2,2,3,1,2,4,4,3,3,3,3,2,3,1,3,3,2,3,2,2,1,3,3,3,2,3,3,4,4,2,2,2,1,3,1,1,1,2,2,2,3,4,1,2,3,1,2,3,1,2,1,2,2,2,2
281,22,0,1,2,3,3,2,2,1,2,3,2,2,4,2,3,2,3,3,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,1,2,2,1,2,2,4,2,4,3,2,2,1,4,1,1,2,3,1,2,3
282,31,0,1,3,4,1,3,1,1,4,1,3,3,3,3,4,4,4,4,2,2,2,4,1,1,2,2,1,4,2,4,2,2,1,4,2,2,1,1,1,1,1,1,2,1,1,1,4,1,3,3,1,2,1,2,3,2,1,4,3,3,1
283,30,0,1,3,3,3,1,2,1,2,1,3,2,4,3,3,3,4,3,4,2,3,3,2,2,2,2,2,3,4,3,3,3,4,2,3,3,2,2,1,2,3,2,1,1,2,2,3,2,3,3,4,2,2,3,2,2,2,3,2,3,2
284,20,0,3,2,4,3,1,2,1,3,3,3,2,4,3,3,4,4,1,4,2,3,2,2,1,1,3,1,3,1,3,3,4,4,1,2,1,2,2,1,3,2,1,2,1,1,2,4,4,4,3,4,3,2,1,1,2,1,4,3,2,1
285,20,1,1,2,4,2,2,1,2,3,1,4,1,2,3,4,4,2,1,3,2,1,1,1,2,2,2,1,4,2,4,1,4,4,2,2,1,2,1,1,2,3,1,2,1,1,4,4,2,4,4,4,3,1,2,1,2,1,3,2,2,1
286,21,0,1,4,2,3,2,2,1,3,3,3,1,3,4,4,2,3,3,4,3,3,3,2,2,2,2,1,3,2,3,2,2,2,4,2,1,2,4,1,3,1,1,1,2,1,1,4,1,4,1,4,1,2,3,2,2,1,2,2,1,2
287,23,0,1,2,2,4,3,3,2,3,2,2,2,2,3,4,4,4,3,4,2,2,3,2,3,2,2,2,4,3,3,3,3,2,2,2,3,2,3,1,1,1,1,2,2,2,3,3,2,4,3,3,2,2,2,3,2,2,3,2,2,2
288,20,0,2,4,3,1,1,2,1,2,1,1,2,4,4,3,4,4,3,4,1,4,3,1,1,1,2,1,4,3,2,1,4,4,4,4,2,1,1,2,3,1,1,1,1,1,2,4,1,4,1,4,2,1,1,2,1,2,1,2,1,1
289,20,0,1,2,3,2,1,1,1,2,1,2,1,3,3,2,4,4,1,4,1,2,3,4,2,2,1,1,3,1,3,3,4,2,2,2,4,1,2,1,2,2,1,2,1,1,3,4,4,2,2,2,3,2,3,1,1,1,2,1,2,1
290,20,0,1,3,2,2,2,1,3,3,2,3,3,4,3,4,4,4,3,4,1,2,4,1,2,2,1,1,3,3,3,3,4,4,3,3,3,1,1,1,2,2,1,2,1,1,3,4,1,4,4,4,3,1,3,1,1,1,3,1,1,1
291,20,0,1,2,2,2,1,2,1,3,3,2,3,4,3,3,2,2,2,4,2,3,2,3,2,2,3,3,4,1,3,3,3,4,3,4,2,2,3,2,3,3,1,2,2,2,3,3,2,4,4,3,4,2,3,2,2,2,3,3,3,2
292,19,0,2,3,2,2,2,2,2,2,3,2,2,1,3,3,2,2,2,4,2,3,2,2,4,2,3,2,4,2,2,2,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,4,4,2,3,2,2,2,3,2,2,2
293,21,0,1,3,3,2,1,1,1,4,1,4,3,4,1,3,3,4,1,4,2,3,2,1,1,2,2,1,3,2,2,4,4,2,4,4,3,1,2,1,2,1,1,1,1,1,3,4,3,4,3,1,2,1,3,2,2,1,3,1,1,1
294,20,0,2,3,4,3,3,3,1,2,2,2,3,2,3,3,2,4,3,4,1,2,3,1,2,2,2,2,3,3,3,4,4,3,1,2,3,2,1,1,1,2,2,2,1,2,3,3,2,3,4,3,2,2,2,2,2,1,2,2,3,1
295,,0,2,4,2,4,3,2,2,3,2,4,3,3,3,3,3,4,3,4,1,2,3,2,2,2,2,2,4,3,3,3,3,3,4,3,3,2,3,4,3,2,2,1,2,2,3,3,2,4,3,4,2,2,3,2,2,2,3,2,2,2
296,24,0,1,3,2,4,3,3,2,3,2,3,2,4,2,4,4,3,2,4,1,2,4,1,1,2,2,1,3,1,3,3,3,2,2,3,2,1,1,1,2,1,1,3,1,1,2,3,1,4,1,2,2,2,3,1,1,1,2,3,3,1
297,26,0,2,2,2,1,1,2,1,2,2,2,3,4,3,2,2,2,3,4,2,2,2,4,2,3,2,3,4,4,2,3,3,2,3,3,4,1,1,1,2,1,2,1,1,1,4,4,3,4,3,4,1,3,1,2,2,1,2,2,3,1
298,30,0,1,3,3,4,1,1,3,2,1,4,3,4,4,4,3,4,2,4,1,1,2,1,2,2,1,1,4,2,4,4,3,3,4,4,1,1,3,1,1,2,1,1,1,1,2,4,4,4,3,4,4,1,3,1,1,1,4,2,3,2
299,27,0,2,2,4,2,3,3,2,3,2,3,2,3,2,3,3,4,2,3,2,3,2,3,1,3,3,2,3,1,2,3,4,2,3,3,3,3,3,1,1,2,1,2,2,2,2,4,2,2,4,2,4,3,2,2,2,1,2,3,4,1
300,19,1,2,4,3,3,3,2,3,4,4,3,2,4,4,2,3,3,2,3,2,4,2,2,4,2,2,2,3,1,3,2,3,3,2,3,1,2,2,2,3,2,2,2,2,2,3,3,3,4,2,3,2,2,3,2,2,3,2,3,2,2
