id,edad,sexo,i1,ir2,ir3,i4,ir5,i6,ir7,i8,ir9,i10,ir11,i12,i13,ir14,i15,ir16,ir17,i18,i19,ir20,ir21,i22,ir23,i24,ir25,i26,ir27,i28,ir29,i30,ir31,i32,i33,i34,i35,ir36,ir37,i38,i39,ir40,ir41,i42,ir43,i44,ir45,i46,ir47,i48,i49,ir50,i51,i52,ir53,i54,ir55,i56,i57,i58,i59,i60
301,25,1,1,3,3,2,3,3,2,3,4,4,2,2,4,4,3,3,1,4,3,3,3,3,2,3,3,3,3,3,3,4,4,2,3,4,4,3,1,2,2,3,2,2,3,3,4,4,2,4,2,2,3,3,3,3,3,2,2,3,3,2
302,18,0,2,1,4,2,1,3,3,,3,4,3,3,4,3,2,3,4,4,2,3,1,2,2,3,4,3,3,4,2,4,4,2,4,4,3,2,1,1,3,4,1,1,1,2,1,3,3,4,4,4,4,2,2,3,2,3,3,4,1,1
303,24,0,1,2,3,4,1,1,3,4,1,2,4,4,2,4,3,4,2,4,2,2,2,3,1,2,3,2,3,4,3,4,4,4,1,4,1,2,3,1,2,4,2,1,2,2,3,4,1,4,4,4,4,1,3,2,2,1,4,2,1,2
304,19,0,1,3,3,3,3,2,2,1,2,1,4,4,3,3,4,2,3,4,1,1,2,2,2,3,2,2,4,3,4,4,4,4,4,4,4,2,1,1,4,1,1,1,1,1,4,4,1,4,3,4,1,3,1,3,3,1,4,3,3,1
305,18,0,1,4,4,3,1,4,1,3,2,3,3,4,4,3,3,4,2,4,1,2,3,1,4,2,2,1,2,3,4,3,4,2,2,1,2,1,1,1,2,3,2,1,1,2,3,4,1,4,3,3,2,3,2,2,2,2,1,2,3,2
306,28,1,2,3,4,4,3,4,1,2,4,3,2,2,2,4,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,1,4,4,3,2,3,3,3,1,1,2,2,1,2,2,2,3,2,2,3,3,2,3,4,2,3,1,3,2,2,3
307,24,1,3,3,3,3,2,2,1,3,3,2,1,4,3,3,3,4,1,2,2,3,2,2,1,2,3,2,3,2,3,3,3,2,2,3,3,3,1,2,2,3,3,3,1,2,2,3,1,2,1,1,3,2,3,2,2,2,2,3,2,2
308,25,1,1,3,3,3,2,2,2,3,3,3,2,3,3,3,3,4,3,2,2,2,3,2,2,2,3,1,2,1,2,2,3,3,4,3,2,2,3,1,2,2,1,1,2,1,2,4,1,3,2,4,2,2,2,2,2,2,2,2,2,1
309,24,0,1,2,2,1,3,2,3,2,1,2,4,3,2,3,2,1,3,4,1,2,2,3,1,2,2,1,4,1,2,3,4,3,3,4,1,1,2,1,2,1,1,1,1,1,2,3,1,2,4,3,1,2,2,1,3,1,2,3,2,1
310,21,1,2,3,3,2,2,3,2,2,2,2,2,1,2,4,2,3,3,2,1,2,1,2,2,2,2,2,3,2,1,3,4,1,4,1,2,2,1,2,2,2,3,3,1,1,3,4,3,3,1,3,4,3,2,2,2,1,3,2,2,2
311,20,1,2,3,3,4,1,2,3,3,3,1,3,4,2,4,4,4,3,4,2,2,4,1,3,2,2,1,4,3,3,4,1,3,2,2,2,2,1,2,4,4,2,4,1,3,3,1,1,4,3,3,4,2,2,2,2,1,2,2,1,1
312,21,1,1,2,3,1,1,1,1,1,3,2,4,1,1,4,4,1,4,4,4,1,1,1,2,3,2,1,4,3,2,4,4,4,3,4,3,2,1,1,3,4,2,1,1,1,2,2,4,2,3,2,3,3,1,3,2,4,2,1,1,1
313,20,1,2,3,2,2,4,2,1,3,4,3,3,4,4,2,2,1,2,4,4,4,2,2,2,1,4,2,3,4,2,3,4,1,4,2,1,2,2,1,1,4,1,1,2,2,3,4,1,4,3,3,2,2,4,2,3,4,3,3,2,3
314,20,0,2,4,2,3,1,3,1,1,3,4,1,1,3,2,3,4,3,2,2,3,2,2,2,3,1,2,3,3,2,1,4,4,4,2,3,3,2,2,2,1,1,3,3,1,2,2,4,2,2,3,3,3,3,2,2,1,3,1,3,2
315,19,0,1,3,1,2,2,2,2,2,1,3,3,2,2,3,3,3,2,3,1,3,3,2,1,2,3,2,4,3,3,3,3,3,2,3,2,2,2,1,2,1,2,2,2,1,2,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2
340,35,0,1,4,4,3,3,4,1,4,1,2,2,4,4,4,3,4,3,2,3,3,2,1,2,1,2,1,4,4,3,4,4,1,3,4,1,1,1,1,1,3,1,1,1,1,4,4,1,4,4,3,4,1,3,2,2,3,3,2,2,1
351,19,0,1,1,3,3,4,1,2,3,2,2,1,4,4,3,3,2,2,3,2,3,2,1,2,1,2,1,4,1,4,4,3,4,2,1,1,2,2,1,1,3,2,4,2,1,3,3,4,4,3,4,2,2,4,2,3,2,2,1,2,1
352,21,0,1,4,2,3,2,2,3,2,2,2,4,4,3,4,3,4,2,4,3,2,3,1,4,3,2,2,4,3,2,3,2,4,4,3,1,1,2,1,4,3,1,3,1,2,3,4,1,2,2,4,3,3,4,3,3,3,3,2,1,1
353,28,1,1,2,4,3,3,2,2,4,3,2,2,4,3,4,3,4,2,3,2,2,1,2,2,1,2,2,4,1,2,3,2,3,2,2,2,2,2,1,2,2,1,1,2,1,2,1,3,2,3,4,4,2,2,2,3,2,3,3,2,2
354,34,0,1,2,2,2,1,2,3,4,4,2,3,4,2,4,4,4,4,4,1,3,3,1,1,1,1,1,4,3,4,3,2,2,2,1,1,1,1,1,3,2,1,1,1,1,1,2,4,4,4,3,4,1,4,1,1,1,4,2,1,2
355,23,0,1,3,2,4,4,2,1,4,1,4,3,4,3,3,4,4,3,2,2,4,3,3,1,1,2,1,3,4,3,4,4,3,4,3,1,3,2,2,1,1,1,4,2,4,3,4,1,4,4,3,1,2,1,2,2,1,3,3,3,2
356,,,2,4,3,2,1,2,2,3,2,3,2,3,2,3,2,3,2,4,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,2
357,,0,1,4,4,2,1,1,4,4,4,4,1,4,4,4,3,4,3,4,2,3,2,3,1,1,1,1,4,1,1,1,1,3,4,1,1,1,1,1,3,3,1,1,1,1,1,1,4,4,2,4,4,1,3,2,2,1,2,2,1,1
358,22,0,1,3,1,2,2,2,1,3,3,4,3,4,3,3,3,3,3,2,1,2,4,2,2,3,2,1,4,4,2,3,4,3,4,3,3,2,2,1,4,3,2,3,2,2,3,4,1,3,3,4,2,2,2,1,2,1,2,2,3,1
359,22,0,3,2,4,2,2,2,1,3,2,4,2,4,3,3,3,4,3,4,3,2,2,2,1,2,4,2,4,2,3,2,4,1,3,2,3,2,2,1,2,1,1,3,2,1,3,3,1,2,3,3,4,2,2,3,1,1,3,3,4,1
360,23,0,1,2,3,3,1,2,1,2,3,3,1,3,4,3,4,4,2,1,1,1,1,4,4,1,2,1,2,1,1,3,4,2,4,1,3,1,1,1,2,2,1,2,1,1,1,2,1,3,3,4,2,1,3,2,1,2,2,2,1,1
361,19,1,1,3,4,4,1,1,2,2,4,2,1,4,3,3,1,4,1,4,2,4,4,3,4,1,3,2,3,2,1,1,3,3,3,4,2,2,3,1,2,4,1,4,2,3,1,2,2,4,2,2,4,2,4,3,2,2,2,4,4,3
362,30,1,1,4,3,2,2,3,1,3,3,1,2,2,4,2,3,4,2,2,2,3,2,3,3,2,2,1,2,2,3,3,3,3,1,2,2,2,2,2,1,2,3,1,3,1,4,2,3,3,3,3,4,3,3,2,2,2,2,2,3,1
363,34,0,1,2,4,2,3,3,1,2,2,2,1,3,2,3,2,4,3,4,2,2,2,3,2,1,3,2,3,3,3,2,4,3,4,2,3,3,2,1,2,2,1,2,2,2,4,2,1,3,3,3,4,3,2,3,2,3,2,3,2,3
364,21,1,1,2,3,2,3,3,1,2,3,3,3,3,4,3,3,3,3,4,2,3,3,2,2,1,2,1,3,1,3,2,4,2,3,3,3,2,1,2,2,1,3,2,2,3,2,4,2,3,3,3,3,2,3,3,2,2,3,2,3,1
365,21,1,2,4,2,1,2,2,1,3,1,3,3,2,3,3,1,3,2,1,2,3,2,2,4,1,2,2,2,2,3,1,3,1,2,2,3,3,3,3,3,4,2,4,4,2,1,3,2,3,3,2,4,3,4,2,2,1,2,2,4,2
366,26,0,1,2,2,4,1,3,1,2,4,4,2,4,2,4,3,4,3,4,2,2,3,2,1,1,2,1,4,3,4,4,4,3,2,4,1,1,2,1,1,1,1,2,2,2,3,4,3,4,4,2,1,2,3,2,1,1,3,3,2,1
369,22,1,2,3,3,2,4,2,1,4,2,3,2,4,3,1,4,3,3,4,2,3,2,3,2,1,3,2,2,2,1,2,3,1,4,2,1,2,1,1,1,4,3,2,2,1,2,2,4,2,1,1,4,2,2,4,4,1,3,2,3,2
370,20,1,1,3,3,3,2,1,3,4,3,3,1,4,3,4,4,4,2,3,1,3,3,3,1,1,2,1,4,2,4,1,3,3,2,2,1,1,3,1,2,4,1,1,1,1,2,3,1,4,4,4,4,1,4,1,2,1,4,2,2,1
371,23,1,1,4,2,3,2,2,2,3,2,2,1,2,4,3,4,3,3,2,2,2,3,3,3,2,2,2,3,4,3,3,3,3,1,3,3,2,2,2,3,3,2,2,2,2,1,3,4,3,3,3,3,2,3,2,2,2,3,2,2,2
372,19,1,2,2,3,1,4,3,1,2,3,4,4,2,4,2,2,2,3,4,2,4,2,2,2,1,3,2,3,1,1,3,4,4,4,4,3,3,1,2,4,3,1,2,3,1,3,4,3,3,3,3,4,3,3,2,2,3,1,2,3,2
373,20,1,2,1,2,1,2,2,1,1,4,1,3,2,3,2,2,3,3,4,1,3,2,3,2,3,3,2,4,4,2,3,1,4,4,3,4,3,3,1,1,1,2,3,2,2,2,3,3,2,2,3,2,3,1,1,2,3,2,2,2,2
374,21,0,2,1,4,1,3,1,1,2,3,2,4,3,4,2,3,4,1,4,2,3,2,3,2,1,2,2,3,4,4,3,4,3,2,3,2,2,3,1,2,3,2,1,2,2,1,4,3,3,4,4,3,2,3,1,2,1,1,2,1,2
375,23,1,1,2,3,1,1,1,2,3,3,4,3,3,3,2,4,4,2,4,3,2,3,2,2,1,2,1,4,3,2,4,2,4,4,3,3,2,1,1,2,2,2,1,1,2,1,2,4,2,3,3,2,2,3,2,4,2,2,3,2,1
376,22,0,1,3,2,2,3,1,3,2,2,3,1,3,3,4,4,3,3,1,2,4,3,2,2,3,2,2,4,2,3,3,3,1,4,4,3,2,3,1,2,1,2,1,2,2,3,3,2,4,2,4,1,2,3,3,2,1,3,3,1,2
377,22,1,2,1,2,2,3,2,2,1,1,2,1,1,3,4,3,3,2,4,4,1,4,1,1,2,2,1,2,1,2,3,4,3,4,3,4,3,1,1,1,2,1,3,3,2,2,3,2,2,1,4,2,2,1,2,2,1,4,3,3,1
378,22,1,1,3,4,2,2,2,2,4,4,2,3,4,4,4,3,4,3,4,1,1,4,2,4,2,2,1,4,3,4,2,3,1,1,3,2,2,3,1,2,1,1,2,1,1,3,3,1,3,3,2,1,1,2,1,2,1,3,2,2,3
379,26,0,1,3,4,3,1,2,2,1,4,2,2,4,4,3,4,4,2,4,3,4,2,2,3,2,3,2,3,1,1,2,3,3,3,3,2,2,2,4,2,3,2,2,2,2,3,3,4,2,4,3,2,2,3,2,2,2,3,2,2,2
380,21,1,2,1,3,3,1,2,2,2,4,1,2,3,4,3,2,1,2,3,2,1,3,2,1,2,1,2,4,3,4,3,4,4,2,4,3,2,1,1,2,2,1,2,1,2,3,3,1,3,3,4,3,2,1,2,2,1,1,3,2,1
381,22,1,1,3,3,2,1,2,2,4,1,4,3,4,4,3,4,3,2,4,3,4,2,2,3,2,3,1,4,2,4,3,4,3,2,4,1,2,2,1,3,3,1,1,1,2,2,4,4,4,3,4,4,2,3,2,3,3,3,3,2,1
382,24,1,2,3,3,1,1,2,1,3,2,2,3,4,4,3,3,3,1,2,1,2,3,2,2,1,1,2,4,1,2,1,3,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,3,3,2,3,3,1,3,1,2,3,2,1,1,1
383,20,0,1,3,3,4,2,1,1,2,1,3,3,2,3,2,3,4,1,2,1,2,2,1,2,1,2,1,3,2,3,2,2,4,2,3,3,1,2,1,3,2,1,1,1,1,2,4,2,4,4,3,3,1,3,1,1,1,1,2,2,2
384,23,0,1,2,3,3,1,2,2,2,3,3,2,1,2,2,3,3,1,4,3,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,4,2,2,3,2,3,2,4,3,3,2
385,22,0,2,2,2,3,1,2,2,3,3,3,1,2,2,3,3,3,3,2,2,3,2,2,1,2,2,2,3,2,2,2,3,1,4,3,2,2,2,1,2,1,2,2,2,2,3,3,3,3,2,2,3,2,3,2,2,1,2,2,2,2
386,21,0,2,3,3,4,1,1,2,2,3,2,2,4,3,4,3,4,4,1,2,3,2,2,1,1,2,4,4,2,1,3,2,4,4,1,2,2,2,2,3,3,2,1,3,2,2,3,3,4,3,4,4,2,3,1,2,4,3,2,1,2
387,21,1,1,3,4,4,1,4,2,1,4,4,4,2,4,3,3,3,2,4,1,4,4,3,3,1,1,1,4,3,4,1,4,3,4,4,4,2,3,1,1,2,1,3,2,1,2,4,2,4,3,2,4,2,1,1,1,1,2,1,3,1
388,19,0,2,4,2,2,3,2,3,3,3,1,4,4,2,3,2,4,2,4,1,1,3,2,1,1,2,1,4,2,3,1,4,1,4,1,1,2,1,1,1,1,1,1,1,2,3,3,2,4,2,4,2,2,4,1,1,4,4,2,1,2
389,20,0,1,1,3,4,2,2,3,2,3,1,4,4,3,4,3,3,1,4,4,2,3,3,1,2,2,1,4,1,2,3,4,1,2,1,1,2,1,1,2,1,1,1,1,1,2,3,3,3,2,4,1,3,1,1,1,4,2,1,1,2
390,23,0,1,2,3,2,1,1,1,4,3,4,4,4,2,3,4,4,2,4,1,2,3,1,3,2,2,2,4,2,2,3,3,1,2,2,1,2,3,1,2,2,1,1,1,1,2,2,1,4,3,3,3,1,3,2,1,3,4,2,3,1
391,20,0,1,4,2,2,1,2,2,3,1,2,4,4,2,4,3,3,1,4,3,2,3,3,1,2,2,2,4,2,3,2,3,2,3,2,3,2,3,2,2,2,2,1,2,2,2,4,2,4,4,3,2,2,3,2,2,2,3,2,2,2
392,21,0,2,3,1,4,2,1,2,3,2,3,4,4,3,3,4,4,3,4,2,3,4,1,1,2,3,2,4,2,3,4,4,4,4,4,3,2,3,1,4,2,2,1,3,3,3,4,4,4,4,4,2,1,2,2,2,1,2,3,2,2
393,25,1,2,4,4,4,1,2,3,4,4,3,3,4,4,4,4,2,2,3,4,4,4,2,1,1,2,2,4,3,4,4,4,4,2,2,1,2,2,1,1,2,2,1,2,2,3,4,4,4,4,3,4,2,4,2,4,2,3,3,2,2
394,20,0,1,4,4,3,1,1,1,4,3,3,3,4,3,3,3,2,2,4,3,4,3,2,4,2,3,2,3,2,3,4,3,3,4,3,3,2,3,1,2,2,2,1,2,1,1,4,3,3,3,2,3,2,2,2,3,2,3,3,4,2
395,21,1,1,4,3,3,4,1,1,3,3,2,2,3,4,4,3,4,3,4,1,2,2,4,2,1,1,1,4,1,2,1,4,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,3,1,4,1,1,2,2,1,3,1
396,19,1,2,3,3,3,3,3,2,2,2,3,3,3,4,4,2,3,2,4,2,2,3,2,2,3,2,2,3,3,3,2,3,3,3,4,3,2,3,2,2,3,2,2,2,2,3,3,2,3,3,3,4,2,2,2,2,1,3,2,3,2
397,25,0,1,4,2,2,3,2,1,4,4,3,1,3,4,4,4,4,2,4,2,4,2,2,4,1,2,2,4,1,1,3,4,3,1,1,4,2,2,2,1,2,1,3,1,1,3,4,2,4,3,3,2,1,2,1,2,2,3,2,2,1
400,20,0,1,4,2,2,4,4,2,4,1,3,4,4,4,4,4,4,4,4,2,1,4,2,2,1,3,1,4,4,4,1,1,1,1,2,1,2,4,2,4,2,1,1,4,1,4,3,3,4,4,4,3,2,4,2,2,1,4,3,2,2
401,23,1,1,3,3,3,3,3,2,3,3,4,4,3,3,4,3,4,1,4,1,2,3,2,2,1,3,1,3,2,4,3,3,1,4,3,3,1,2,1,2,2,1,1,1,1,3,4,2,4,3,3,4,2,3,2,2,2,2,3,2,2
402,22,0,1,4,1,4,3,1,2,4,2,2,2,1,1,4,4,3,2,3,1,1,,2,1,1,2,1,1,2,1,3,4,1,4,3,1,1,1,2,1,1,1,1,1,1,3,4,4,4,2,1,1,2,4,1,1,1,4,1,4,2
403,20,0,1,2,1,4,1,2,1,4,1,1,2,4,3,2,1,3,3,4,1,1,3,1,1,1,1,1,4,4,4,4,2,4,1,1,1,1,3,1,1,2,1,1,1,1,3,3,2,4,1,4,4,1,3,1,1,1,1,1,1,1
404,24,1,2,3,3,3,2,1,2,3,3,3,3,4,2,4,4,3,4,4,1,1,3,1,1,2,1,1,3,1,3,3,2,3,3,3,2,1,1,2,2,2,1,2,1,1,2,3,3,4,2,3,3,2,2,1,1,2,4,1,2,2
405,22,1,1,1,4,4,1,2,2,2,4,2,4,4,4,2,4,4,3,2,2,2,3,2,4,1,3,2,3,1,3,3,4,2,2,2,3,2,2,1,1,4,3,2,4,1,4,4,4,4,2,2,4,2,4,1,2,2,3,3,3,1
406,23,1,1,2,3,2,4,3,1,2,2,3,4,3,3,1,3,1,1,3,2,2,2,2,2,2,3,2,3,2,2,3,4,4,4,3,1,2,1,2,2,2,3,3,1,1,2,3,2,3,2,1,4,2,1,2,1,2,3,2,2,3
407,20,0,2,1,4,3,1,4,3,3,3,3,4,4,3,4,3,4,2,1,2,1,1,2,1,1,2,1,3,1,3,4,4,4,4,3,2,3,2,1,2,1,1,1,1,2,3,4,1,3,3,3,3,2,2,3,2,2,3,1,2,2
408,20,0,2,2,2,1,4,3,1,2,2,2,2,2,4,2,3,4,2,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,2,2,1,2,1,1,1,1,1,1,1,2,4,1,4,1,4,4,1,4,1,1,1,4,1,2,1
409,19,1,1,3,4,4,3,2,2,3,4,3,3,4,3,4,4,2,1,3,1,4,3,2,1,1,1,1,4,1,2,1,3,1,3,1,2,2,1,2,1,2,1,3,1,1,2,3,4,1,3,2,1,1,3,1,1,1,3,1,4,1
410,21,0,1,4,2,4,1,1,3,4,2,4,4,4,3,4,4,4,3,4,1,3,4,1,2,2,2,1,4,2,4,4,4,1,4,3,2,1,1,1,2,2,1,1,1,1,4,4,3,4,4,4,2,1,3,1,1,1,3,1,3,1
411,22,1,2,3,2,3,2,2,2,4,2,2,3,1,2,2,3,4,1,2,2,2,1,2,3,2,1,2,4,1,3,1,2,3,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,3,2,1,3,1,1,2,2,1,1,2
412,19,0,1,4,2,1,2,1,1,2,3,2,4,4,2,,4,1,1,4,1,2,2,2,1,2,2,1,4,4,2,4,3,4,4,4,3,2,1,1,1,1,1,2,1,1,1,4,1,4,4,2,3,1,2,1,2,2,2,2,3,2
413,21,0,2,3,2,2,2,2,1,2,3,3,2,4,3,3,3,4,2,4,2,3,2,3,1,2,3,1,3,3,3,2,4,4,4,3,2,2,3,2,2,4,1,2,2,1,2,4,1,4,4,4,3,2,3,2,4,2,3,3,2,2
414,28,0,1,2,4,4,3,2,1,4,4,4,4,2,3,4,4,4,2,4,1,2,2,2,3,3,1,1,4,1,2,3,4,1,2,3,3,1,1,1,1,1,1,1,1,1,4,4,1,4,4,4,2,2,2,1,1,1,1,2,4,1
415,23,0,2,2,2,2,3,2,2,4,2,2,2,4,4,4,2,4,2,3,2,3,2,4,3,1,2,2,3,2,3,2,2,2,2,2,1,2,2,3,2,2,2,3,2,1,2,3,2,3,2,3,4,2,4,2,2,2,3,3,3,2
416,20,0,2,3,4,4,4,2,1,3,4,1,4,3,2,1,3,4,3,4,3,3,2,2,2,2,3,3,4,1,2,4,4,4,2,1,3,3,1,1,1,1,2,2,3,1,1,4,4,1,1,1,1,3,4,3,1,1,3,3,4,2
417,25,1,1,2,3,4,3,2,2,3,1,1,2,4,2,4,4,4,2,1,1,2,2,1,1,1,1,1,2,1,3,2,2,4,4,2,1,1,2,3,1,1,1,2,2,3,1,4,4,1,1,2,1,1,4,1,2,2,4,1,3,2
418,20,0,1,2,1,2,4,4,3,3,2,4,1,4,4,3,4,4,3,4,1,2,2,1,4,1,2,2,4,3,4,2,2,4,4,3,1,2,3,1,4,3,1,1,2,1,3,4,1,4,3,4,4,3,3,3,2,1,2,2,1,1
419,20,0,2,4,3,3,1,3,1,2,2,2,4,4,4,4,3,4,2,4,3,3,4,3,1,1,2,2,4,3,3,3,3,3,4,3,1,2,3,1,1,1,1,1,2,2,3,4,1,4,3,4,2,2,4,3,3,2,2,2,3,3
420,20,0,1,4,3,2,1,2,3,3,3,2,4,4,3,4,4,4,2,3,2,3,2,1,3,1,2,2,3,1,2,3,3,2,4,2,1,1,2,1,3,2,1,2,1,1,2,3,4,4,3,2,4,1,2,2,2,2,3,2,1,1
421,20,1,1,3,2,3,3,3,2,3,2,2,3,3,3,3,2,3,3,4,2,2,3,2,2,1,2,2,3,2,3,2,2,3,2,3,2,2,3,1,2,2,2,2,2,1,2,2,3,3,2,3,2,2,2,2,3,2,3,2,3,2
422,24,1,1,4,2,2,3,2,1,4,1,4,4,4,3,4,3,3,1,4,1,3,4,1,1,3,1,1,3,1,4,4,4,1,4,2,1,1,3,2,1,3,1,3,1,1,3,2,4,4,2,2,1,1,3,1,1,1,4,2,2,2
423,21,1,2,4,3,3,1,1,1,2,4,1,4,4,3,3,3,4,2,4,2,1,2,2,2,2,2,2,4,2,3,2,3,2,3,3,3,2,1,1,2,2,1,1,1,2,2,2,1,3,3,2,4,2,3,2,1,3,3,3,1,1
424,20,0,1,4,3,4,3,2,2,3,4,2,3,4,3,4,3,4,4,4,3,2,2,3,1,1,2,1,3,1,3,1,2,4,3,1,1,3,3,3,2,3,1,2,1,1,4,1,1,3,1,2,4,2,3,1,1,1,1,,2,1
425,19,0,1,4,3,4,2,4,3,3,3,1,3,4,3,4,4,4,2,4,1,1,4,2,2,2,2,2,4,4,4,3,4,3,4,4,3,3,2,4,2,2,2,4,2,1,2,4,4,4,4,1,4,2,1,1,2,2,2,3,4,1
426,19,0,1,2,4,3,1,3,2,2,3,4,4,4,3,4,3,3,4,4,2,1,4,2,1,3,2,2,4,3,4,4,4,4,4,4,3,2,1,1,2,3,1,2,2,1,3,4,4,4,4,4,3,3,2,3,2,2,2,2,2,2
427,20,1,1,3,4,2,4,2,1,2,3,3,4,4,2,4,3,3,1,4,3,2,2,4,1,1,3,2,4,1,3,4,4,1,2,1,1,2,3,1,1,3,2,3,2,2,3,3,1,2,3,1,4,3,2,2,2,1,2,3,3,2
428,22,0,1,2,3,3,2,1,1,3,2,2,4,4,3,4,3,4,3,4,1,3,2,4,3,1,1,1,4,3,4,4,3,1,4,3,1,1,2,1,2,1,1,1,1,1,2,4,4,4,3,4,2,1,2,1,2,1,2,1,1,1
429,21,0,2,3,3,4,1,3,2,3,3,4,4,3,3,3,3,4,2,2,2,2,3,2,2,2,2,2,3,2,2,4,4,3,4,2,3,2,2,2,2,2,2,3,2,2,3,3,3,4,2,2,2,2,3,2,2,2,2,2,3,2
430,22,0,1,3,1,2,1,1,1,4,2,3,1,4,1,4,4,4,3,4,1,2,3,3,1,2,2,1,2,3,3,4,2,3,3,2,3,2,4,1,2,2,1,1,1,1,2,4,1,4,1,4,2,1,2,1,1,1,2,1,1,1
431,22,0,1,3,1,3,1,3,1,3,1,3,4,3,4,3,1,2,4,4,1,2,1,1,2,1,1,1,4,4,4,3,2,,4,4,2,2,2,1,4,1,1,1,1,1,4,4,3,4,4,4,2,1,4,2,2,1,1,2,3,1
432,21,1,2,3,3,3,2,3,2,2,1,2,3,3,4,2,1,4,1,1,3,3,4,3,3,1,2,3,2,3,2,3,2,4,2,2,2,2,1,3,2,4,1,3,2,1,1,3,2,4,3,3,4,2,4,3,3,2,2,3,3,1
433,25,0,2,3,2,3,1,2,1,2,4,2,1,3,4,4,3,4,1,4,2,3,3,2,1,1,2,2,3,3,3,4,3,2,4,3,3,2,3,1,1,3,2,2,2,2,3,4,1,2,2,3,4,3,3,3,2,1,3,2,2,2
434,20,0,1,3,3,3,1,1,3,2,3,2,2,4,4,3,3,2,3,3,2,3,2,2,2,2,2,2,2,3,3,3,3,2,4,3,1,2,3,1,3,2,1,1,1,1,3,4,2,4,4,4,2,2,3,2,2,3,3,3,1,2
435,21,0,1,3,4,3,1,2,1,1,4,4,4,4,2,4,4,4,2,4,2,3,3,2,4,1,2,1,4,2,2,4,4,4,4,1,1,1,4,1,1,1,2,4,1,1,1,4,4,4,4,2,3,3,4,4,1,4,3,2,3,1
436,22,0,3,3,4,4,4,2,1,2,2,4,2,3,2,2,2,4,2,4,3,2,2,3,2,2,2,2,3,3,2,3,4,2,4,3,4,3,2,1,4,1,1,2,3,2,3,4,1,3,4,3,4,4,1,3,3,1,3,2,2,3
437,19,0,2,3,3,3,2,2,3,3,3,1,3,4,3,3,2,4,1,4,1,3,1,2,1,2,1,1,3,1,2,3,3,4,4,1,2,1,1,1,3,1,1,1,1,2,2,3,4,3,3,3,1,1,2,2,1,2,2,1,2,2
438,,1,1,3,4,3,3,3,2,4,1,1,4,2,3,3,2,4,1,1,1,1,1,3,3,1,1,1,4,2,3,2,3,2,4,1,2,2,3,1,2,3,1,2,1,1,3,2,1,3,3,3,4,2,4,2,1,2,4,2,2,1
439,18,0,2,4,1,3,2,2,3,2,3,3,4,4,4,3,2,4,1,4,2,3,2,3,1,2,3,2,2,2,3,3,2,4,4,3,1,2,2,1,2,2,2,2,2,2,1,3,4,4,1,4,4,,3,2,2,3,2,3,3,2
440,18,0,1,4,1,2,2,1,2,2,2,3,3,4,3,3,2,2,1,1,1,2,2,2,1,1,2,1,4,2,2,2,4,4,4,2,2,1,1,1,2,4,1,2,1,2,3,3,1,2,2,4,4,1,4,2,3,2,2,2,1,2
